,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
372,dauphin,90.0,CA,2019-08-24 14:26:21,94.0,51.15,-100.04,69.80000000000001,5.816044000000001
373,kapuskasing,40.0,CA,2019-08-24 14:27:39,40.0,49.42,-82.43,71.6,6.934514000000001
374,port lincoln,71.0,AU,2019-08-24 14:28:07,63.0,-34.72,135.86,52.33280000000009,18.365277400000004
375,burnie,0.0,AU,2019-08-24 14:28:08,61.0,-41.05,145.91,44.99600000000005,8.9924988
376,balabac,100.0,PH,2019-08-24 14:28:08,81.0,7.99,117.06,80.59280000000007,6.3529096
377,tabou,92.0,CI,2019-08-24 14:28:08,85.0,4.42,-7.36,75.73280000000008,7.82929
378,saint-pierre,0.0,FR,2019-08-24 14:28:09,50.0,48.95,4.24,78.80000000000001,4.697574
379,dalbandin,0.0,PK,2019-08-24 14:28:09,12.0,28.9,64.41,82.39280000000008,9.6412114
380,riyadh,0.0,SA,2019-08-24 14:25:03,16.0,24.63,46.72,95.0,5.816044000000001
381,rorvik,100.0,NO,2019-08-24 14:28:09,88.0,64.86,11.24,59.0,7.4266408
382,rabo de peixe,75.0,PT,2019-08-24 14:28:10,94.0,37.8,-25.58,71.6,16.105968
383,kihei,40.0,US,2019-08-24 14:28:10,69.0,20.76,-156.45,80.99600000000005,11.408394
384,araouane,76.0,ML,2019-08-24 14:28:10,34.0,18.9,-3.53,96.43280000000009,11.766304400000001
385,basco,1.0,US,2019-08-24 14:28:10,56.0,40.33,-91.2,77.0,12.750558000000002
386,grindavik,75.0,IS,2019-08-24 14:28:10,81.0,63.84,-22.43,53.6,6.934514000000001
387,tingi,57.0,TZ,2019-08-24 14:28:11,65.0,-11.3,35.03,67.45280000000005,6.7555588
388,tarrega,0.0,ES,2019-08-24 14:23:51,65.0,41.65,1.14,80.00600000000003,3.35541
389,nador,1.0,MA,2019-08-24 14:28:11,78.0,35.17,-2.93,77.0,8.052984
390,salalah,75.0,OM,2019-08-24 14:28:11,94.0,17.01,54.1,78.80000000000001,6.934514000000001
391,talakan,0.0,RU,2019-08-24 14:28:12,97.0,50.29,130.28,54.67280000000001,3.5343652000000003
392,sitka,69.0,US,2019-08-24 14:28:12,64.0,37.17,-99.65,80.99600000000005,15.994121000000002
393,pilar,0.0,AR,2019-08-24 14:28:12,63.0,-34.46,-58.91,66.99199999999999,8.052984
394,adelaide,75.0,AU,2019-08-24 14:25:30,87.0,-34.93,138.6,46.99400000000007,8.052984
395,fairbanks,90.0,US,2019-08-24 14:23:55,93.0,64.84,-147.72,50.0,1.8790296
396,lejanias,85.0,CO,2019-08-24 14:28:13,92.0,3.53,-74.02,57.01280000000003,6.0621074
397,cartagena del chaira,31.0,CO,2019-08-24 14:28:13,46.0,1.33,-74.84,89.23280000000008,4.831790400000001
398,san juan,0.0,AR,2019-08-24 14:27:00,23.0,-31.54,-68.53,62.05280000000005,6.5094954000000005
399,hami,13.0,CN,2019-08-24 14:28:14,21.0,42.84,93.51,78.61280000000002,20.9377584
400,brattleboro,75.0,US,2019-08-24 14:28:14,49.0,42.85,-72.56,75.2,9.171454
401,richards bay,0.0,ZA,2019-08-24 14:28:14,67.0,-28.77,32.06,71.95280000000005,18.7008184
402,cockburn town,84.0,TC,2019-08-24 14:28:15,78.0,21.46,-71.14,84.01280000000003,18.365277400000004
403,rauma,0.0,FI,2019-08-24 14:25:56,93.0,61.13,21.5,53.6,2.23694
404,huron,40.0,US,2019-08-24 14:28:15,61.0,44.36,-98.21,78.80000000000001,17.224438000000003
405,shahgarh,100.0,IN,2019-08-24 14:28:15,85.0,24.31,79.12,77.35280000000006,5.077853800000001
406,ozernovskiy,99.0,RU,2019-08-24 14:28:15,85.0,51.5,156.52,47.11280000000003,5.525241800000001
407,tonota,0.0,BW,2019-08-24 14:28:16,28.0,-21.44,27.46,60.8,5.816044000000001
408,college,90.0,US,2019-08-24 14:28:16,93.0,64.86,-147.8,50.0,1.8790296
409,novyy svit,0.0,UA,2019-08-24 14:28:16,52.0,47.81,38.02,80.05280000000005,10.692573200000002
410,talnakh,90.0,RU,2019-08-24 14:28:16,93.0,69.49,88.39,53.6,2.23694
411,loiza,40.0,PR,2019-08-24 14:28:16,74.0,18.43,-65.88,89.99600000000005,18.342908
412,troitsk,100.0,RU,2019-08-24 14:28:17,71.0,54.08,61.55,58.45280000000005,3.5119958000000002
413,saquarema,20.0,BR,2019-08-24 14:28:17,73.0,-22.93,-42.51,71.6,10.289924
414,san quintin,100.0,PH,2019-08-24 14:28:17,88.0,17.54,120.52,75.91280000000003,6.666081200000001
415,nanortalik,100.0,GL,2019-08-24 14:28:17,58.0,60.14,-45.24,45.49280000000007,12.079476000000001
416,kahului,40.0,US,2019-08-24 14:28:18,69.0,20.89,-156.47,80.99600000000005,11.408394
417,tombouctou,87.0,ML,2019-08-24 14:28:18,41.0,16.77,-3.01,92.11280000000002,9.2385622
418,muros,0.0,ES,2019-08-24 14:28:18,82.0,42.77,-9.06,71.99600000000005,8.052984
419,anyama,20.0,CI,2019-08-24 14:28:18,94.0,5.5,-4.06,77.0,9.171454
420,road town,40.0,VG,2019-08-24 14:23:48,66.0,18.42,-64.62,89.6,9.171454
421,woodstock,75.0,CA,2019-08-24 14:25:29,49.0,43.13,-80.75,71.99600000000005,5.816044000000001
422,tura,75.0,RU,2019-08-24 14:28:19,71.0,64.27,100.22,53.95280000000005,3.2659324
423,adrar,50.0,DZ,2019-08-24 14:28:19,10.0,27.87,-0.29,109.4,20.803542000000004
424,saint-leu,75.0,RE,2019-08-24 14:28:20,78.0,-21.15,55.28,73.4,16.105968
425,tamandare,1.0,BR,2019-08-24 14:28:20,26.0,-8.28,-70.75,99.31280000000002,2.3711564000000003
426,guerrero negro,0.0,MX,2019-08-24 14:28:20,76.0,27.97,-114.04,71.59280000000007,3.802798
427,karpathos,20.0,GR,2019-08-24 14:24:07,88.0,35.51,27.21,77.0,13.869028000000002
428,juneau,90.0,US,2019-08-24 14:24:22,93.0,58.3,-134.42,57.2,5.816044000000001
429,magadan,51.0,RU,2019-08-24 14:23:57,95.0,59.56,150.8,52.51280000000003,6.330540200000001
430,tezu,7.0,IN,2019-08-24 14:28:21,66.0,27.93,96.16,78.25280000000005,3.4225182000000003
431,ornskoldsvik,36.0,SE,2019-08-24 14:28:21,67.0,63.29,18.72,57.2,4.697574
432,asyut,0.0,EG,2019-08-24 14:28:21,38.0,27.18,31.19,87.80000000000001,7.8516594
433,ormara,8.0,PK,2019-08-24 14:28:21,78.0,25.21,64.64,80.41280000000003,7.5161184
434,pangnirtung,90.0,CA,2019-08-24 14:28:21,87.0,66.15,-65.72,46.4,16.105968
435,wahiawa,75.0,US,2019-08-24 14:28:22,74.0,21.5,-158.02,86.0,9.171454
436,wanning,20.0,AT,2019-08-24 14:28:22,69.0,48.64,13.53,75.00200000000008,5.816044000000001
437,iralaya,40.0,HN,2019-08-24 14:28:22,66.0,15.0,-83.23,89.6,10.289924
438,seymchan,99.0,RU,2019-08-24 14:28:22,79.0,62.93,152.39,50.532800000000094,5.0554844
439,portland,75.0,US,2019-08-24 14:24:50,53.0,43.66,-70.25,73.99400000000009,9.171454
440,tual,10.0,ID,2019-08-24 14:28:23,84.0,-5.67,132.75,75.73280000000008,15.054606200000002
441,fortuna,75.0,US,2019-08-24 14:28:23,77.0,40.6,-124.16,86.0,9.171454
442,dicabisagan,100.0,PH,2019-08-24 14:28:23,79.0,17.08,122.42,76.09280000000007,3.4225182000000003
443,buraydah,0.0,SA,2019-08-24 14:28:23,24.0,26.33,43.97,91.4,3.35541
444,wasilla,1.0,US,2019-08-24 14:28:23,55.0,61.58,-149.44,60.8,3.131716
445,roebourne,0.0,AU,2019-08-24 14:28:24,64.0,-20.77,117.15,64.39280000000008,8.3661556
446,kampong thum,100.0,KH,2019-08-24 14:28:24,87.0,12.71,104.89,78.4328000000001,6.5094954000000005
447,camopi,47.0,GF,2019-08-24 14:28:24,50.0,3.17,-52.33,89.23280000000008,2.9751302
448,ullal,75.0,IN,2019-08-24 14:28:24,94.0,12.8,74.85,75.2,10.961006000000001
449,chumikan,80.0,RU,2019-08-24 14:28:25,96.0,54.72,135.31,45.852800000000045,2.5948504
450,buchanan,75.0,LR,2019-08-24 14:28:25,94.0,5.88,-10.05,78.80000000000001,12.6163416
451,limon,1.0,US,2019-08-24 14:28:25,39.0,39.26,-103.69,80.99600000000005,6.934514000000001
452,lingao,62.0,CN,2019-08-24 14:28:25,82.0,19.91,109.69,82.9328000000001,11.2070694
453,kodar,100.0,IN,2019-08-24 14:28:26,75.0,16.98,79.97,74.4728,6.643711800000001
454,camapua,0.0,BR,2019-08-24 14:28:26,15.0,-19.53,-54.04,93.37280000000001,3.4001488
455,soubre,76.0,CI,2019-08-24 14:28:26,94.0,5.79,-6.61,75.19280000000006,4.451510600000001
456,biak,83.0,ID,2019-08-24 14:28:26,98.0,-0.91,122.88,63.852800000000045,3.914645
457,shahr-e babak,0.0,IR,2019-08-24 14:28:27,13.0,30.12,55.12,73.21280000000003,15.5691024
458,erzin,0.0,TR,2019-08-24 14:28:27,74.0,36.95,36.2,82.99400000000009,17.224438000000003
459,pinsk,0.0,BY,2019-08-24 14:28:27,73.0,52.11,26.1,60.79280000000007,2.23694
460,malinovskiy,0.0,RU,2019-08-24 14:28:27,91.0,54.15,34.53,58.812800000000024,5.0554844
461,belaya gora,100.0,RU,2019-08-24 14:28:27,88.0,68.54,146.19,58.63280000000009,3.9593838000000003
462,san andres,100.0,PH,2019-08-24 14:28:28,83.0,13.32,122.68,79.87280000000001,11.520241000000002
463,namatanai,100.0,PG,2019-08-24 14:28:28,87.0,-3.66,152.44,77.71280000000003,11.9005208
464,barra do garcas,0.0,BR,2019-08-24 14:28:28,22.0,-15.89,-52.26,96.8,2.23694
465,batesville,90.0,US,2019-08-24 14:28:28,88.0,35.77,-91.64,78.00800000000001,6.934514000000001
466,acari,21.0,BR,2019-08-24 14:28:29,27.0,-6.44,-36.64,92.83280000000009,14.405893600000002
467,ambilobe,38.0,MG,2019-08-24 14:28:29,68.0,-13.19,49.05,72.85280000000006,8.5451108
468,malanje,55.0,AO,2019-08-24 14:28:29,18.0,-9.54,16.35,73.75280000000005,3.7133204
469,varhaug,0.0,NO,2019-08-24 14:28:29,77.0,58.61,5.65,64.99400000000009,6.934514000000001
470,chegdomyn,87.0,RU,2019-08-24 14:28:29,95.0,51.13,133.04,53.95280000000005,1.0289924000000001
471,tokmak,0.0,UA,2019-08-24 14:28:30,54.0,47.26,35.7,78.9728,12.079476000000001
472,buala,100.0,SB,2019-08-24 14:28:30,83.0,-8.15,159.59,79.33280000000009,12.728188600000001
473,magnaga,75.0,PH,2019-08-24 14:28:30,88.0,7.17,125.89,80.6,5.122592600000001
474,macultepec,5.0,MX,2019-08-24 14:28:30,47.0,18.17,-92.83,96.8,4.138339
475,minna,75.0,NG,2019-08-24 14:28:30,100.0,9.62,6.55,73.4,6.934514000000001
476,stokmarknes,20.0,NO,2019-08-24 14:28:31,71.0,68.56,14.91,51.8,8.052984
477,dicamay,100.0,PH,2019-08-24 14:28:31,83.0,16.76,122.0,75.37280000000001,1.2974252
478,severo-yeniseyskiy,75.0,RU,2019-08-24 14:28:31,87.0,60.37,93.04,51.79280000000007,3.2883018
479,mahibadhoo,94.0,MV,2019-08-24 14:28:31,71.0,3.78,72.97,82.5728,8.075353400000001
480,kapit,100.0,MY,2019-08-24 14:28:32,98.0,2.02,112.94,72.67280000000001,1.006623
481,blagoyevo,100.0,RU,2019-08-24 14:28:32,96.0,63.37,47.92,51.25280000000005,3.0646078000000005
482,zhenhai,0.0,CN,2019-08-24 14:28:32,88.0,29.95,121.71,84.00200000000008,6.71082
483,pacific grove,1.0,US,2019-08-24 14:28:32,72.0,36.62,-121.92,87.99800000000002,6.934514000000001
484,gritsovskiy,17.0,RU,2019-08-24 14:28:33,80.0,54.14,38.16,59.17280000000001,8.231939200000001
485,pomabamba,58.0,PE,2019-08-24 14:28:33,40.0,-8.82,-77.46,51.79280000000007,8.299047400000001
486,rio branco,0.0,BR,2019-08-24 14:28:33,38.0,-9.98,-67.82,93.2,4.697574
487,karratha,0.0,AU,2019-08-24 14:28:34,60.0,-20.74,116.85,63.852800000000045,7.113469200000001
488,griffith,18.0,AU,2019-08-24 14:28:34,93.0,-34.29,146.06,46.4,8.3661556
489,gamba,100.0,CN,2019-08-24 14:28:34,72.0,28.28,88.52,42.61280000000003,6.5318648
490,chauk,100.0,MM,2019-08-24 14:28:34,90.0,20.89,94.82,76.45280000000005,2.2816788000000003
491,morlaix,0.0,FR,2019-08-24 14:28:35,88.0,48.58,-3.83,68.0,4.697574
492,hirara,58.0,JP,2019-08-24 14:28:35,80.0,24.8,125.28,84.73280000000008,27.4919926
493,taltal,0.0,CL,2019-08-24 14:28:35,61.0,-25.41,-70.49,61.51280000000003,6.1739543999999995
494,ekibastuz,17.0,KZ,2019-08-24 14:28:35,46.0,51.72,75.32,70.51280000000003,12.012367800000002
495,villa del rosario,0.0,AR,2019-08-24 14:28:36,37.0,-31.55,-63.53,73.00400000000005,16.105968
496,rawson,86.0,AR,2019-08-24 14:28:36,32.0,-43.3,-65.11,63.312800000000024,8.903021200000001
497,sibolga,100.0,ID,2019-08-24 14:28:36,71.0,1.74,98.78,80.23280000000008,9.663580800000002
498,sheridan,75.0,US,2019-08-24 14:28:36,24.0,39.65,-105.03,82.99400000000009,6.934514000000001
499,ankazoabo,0.0,MG,2019-08-24 14:28:37,41.0,-22.29,44.51,64.9328000000001,4.6528352
500,chinsali,38.0,ZM,2019-08-24 14:28:37,43.0,-10.55,32.07,66.19280000000006,8.6345884
501,necochea,100.0,AR,2019-08-24 14:28:37,47.0,-38.55,-58.74,64.00400000000005,12.9966214
502,jiancheng,0.0,CN,2019-08-24 14:28:37,74.0,30.39,104.55,80.6,4.250186
503,japura,74.0,ID,2019-08-24 14:28:38,73.0,-0.42,102.29,75.55280000000005,1.5434885999999999
504,maracaju,0.0,BR,2019-08-24 14:28:38,22.0,-21.61,-55.17,87.9728,6.4647566
505,sao felix do xingu,32.0,BR,2019-08-24 14:26:25,33.0,-6.64,-51.99,93.01280000000003,6.084476800000001
506,ostrovnoy,100.0,RU,2019-08-24 14:28:38,94.0,68.05,39.51,44.05280000000005,12.258431200000002
507,ellisras,0.0,ZA,2019-08-24 14:28:38,14.0,-23.67,27.74,62.772800000000004,9.037237600000001
508,dwarka,40.0,IN,2019-08-24 14:28:39,88.0,28.58,77.04,91.00400000000005,4.697574
509,dongtai,50.0,CN,2019-08-24 14:28:39,86.0,32.85,120.31,70.51280000000003,6.9121446
510,cervo,0.0,BR,2019-08-24 14:28:39,35.0,-22.19,-46.24,71.6,4.250186
511,yokadouma,98.0,CM,2019-08-24 14:28:40,98.0,3.52,15.05,69.25280000000005,2.013246
512,gorele,40.0,TR,2019-08-24 14:28:40,73.0,41.03,39.0,77.0,2.23694
513,ismailia,0.0,EG,2019-08-24 14:28:40,68.0,30.6,32.27,79.33280000000009,8.746435400000001
514,parabel,29.0,RU,2019-08-24 14:28:40,88.0,58.71,81.5,56.29280000000007,9.2385622
515,palmer,75.0,AU,2019-08-24 14:28:37,87.0,-34.85,139.16,46.99400000000007,8.052984
516,joshimath,97.0,IN,2019-08-24 14:28:41,95.0,30.57,79.57,55.392800000000065,1.901399
517,thinadhoo,100.0,MV,2019-08-24 14:28:41,70.0,0.53,72.93,83.29280000000007,9.3056704
518,havre-saint-pierre,1.0,CA,2019-08-24 14:24:01,59.0,50.23,-63.6,60.8,17.224438000000003
519,trairi,0.0,BR,2019-08-24 14:28:41,27.0,-3.28,-39.27,93.91280000000003,10.155707600000001
520,cingoli,40.0,IT,2019-08-24 14:28:42,83.0,43.37,13.22,78.99800000000002,11.408394
521,cairns,90.0,AU,2019-08-24 14:25:29,82.0,-16.92,145.77,64.4,10.289924
522,metro,22.0,ID,2019-08-24 14:28:42,89.0,-5.11,105.31,71.95280000000005,8.4556332
523,rzhev,83.0,RU,2019-08-24 14:28:42,96.0,56.26,34.33,55.75280000000005,5.1897008
524,mount hagen,73.0,PG,2019-08-24 14:28:43,91.0,-5.86,144.23,44.05280000000005,3.2883018
525,guajara,40.0,BR,2019-08-24 14:28:43,74.0,-0.88,-48.16,86.0,11.408394
526,te anau,82.0,NZ,2019-08-24 14:28:43,81.0,-45.41,167.72,44.952800000000046,9.8201666
527,corner brook,75.0,CA,2019-08-24 14:28:43,62.0,48.95,-57.95,60.8,11.408394
528,christchurch,0.0,NZ,2019-08-24 14:28:43,100.0,-43.53,172.64,46.99400000000007,3.35541
529,kutoarjo,64.0,ID,2019-08-24 14:28:44,96.0,-7.72,109.9,67.27280000000002,0.31317160000000005
530,krasnoarmeysk,40.0,RU,2019-08-24 14:28:44,77.0,56.12,38.15,66.99199999999999,11.184700000000001
531,canals,0.0,ES,2019-08-24 14:28:44,69.0,38.96,-0.58,82.00400000000005,5.816044000000001
532,dunedin,93.0,NZ,2019-08-24 14:28:44,50.0,-45.87,170.5,50.0,5.010745600000001
533,hailar,0.0,CN,2019-08-24 14:28:45,86.0,49.2,119.7,55.032800000000094,2.23694
534,mossendjo,95.0,CG,2019-08-24 14:28:45,67.0,-2.95,12.72,76.99280000000007,2.9527608000000005
535,quepos,40.0,CR,2019-08-24 14:28:45,48.0,9.43,-84.16,86.0,12.750558000000002
536,mount isa,1.0,AU,2019-08-24 14:28:45,39.0,-20.73,139.49,46.4,11.318916399999999
537,berezovyy,96.0,RU,2019-08-24 14:28:46,97.0,51.67,135.7,46.21280000000003,2.2816788000000003
538,tereze,40.0,RU,2019-08-24 14:28:46,47.0,43.94,42.44,82.00400000000005,8.94776
539,myitkyina,0.0,MM,2019-08-24 14:28:46,83.0,25.38,97.4,74.29280000000007,2.6843280000000003
540,lazaro cardenas,75.0,MX,2019-08-24 14:28:46,44.0,28.39,-105.62,80.6,5.816044000000001
541,waterloo,75.0,SL,2019-08-24 14:28:47,78.0,8.34,-13.07,82.4,9.171454
542,gallup,1.0,US,2019-08-24 14:23:52,14.0,35.53,-108.74,87.80000000000001,12.750558000000002
543,flinders,0.0,AU,2019-08-24 14:28:47,52.0,-34.58,150.85,59.0,6.934514000000001
544,elizabeth city,90.0,US,2019-08-24 14:26:40,73.0,36.3,-76.22,75.99199999999999,14.987498000000002
545,presidencia roque saenz pena,19.0,AR,2019-08-24 14:28:35,31.0,-26.79,-60.44,79.51280000000003,7.493749000000001
546,la romana,40.0,DO,2019-08-24 14:28:48,59.0,18.43,-68.97,91.4,13.869028000000002
547,mutengene,75.0,CM,2019-08-24 14:28:48,100.0,4.09,9.32,73.4,6.8674058
548,mareeba,90.0,AU,2019-08-24 14:28:48,82.0,-16.99,145.42,64.4,10.289924
549,ca mau,100.0,VN,2019-08-24 14:28:48,84.0,9.18,105.15,79.51280000000003,4.6528352
550,kudahuvadhoo,99.0,MV,2019-08-24 14:28:49,69.0,2.67,72.89,83.29280000000007,7.806920600000001
551,inongo,42.0,CD,2019-08-24 14:28:49,60.0,-1.93,18.29,81.13280000000009,2.9080220000000003
552,zhezkazgan,0.0,KZ,2019-08-24 14:28:49,31.0,47.8,67.71,64.4,4.47388
553,galesong,20.0,ID,2019-08-24 14:28:49,100.0,-5.32,119.37,71.6,2.23694
554,novyy urengoy,100.0,RU,2019-08-24 14:28:50,97.0,66.08,76.63,53.95280000000005,4.854159800000001
555,bhadrachalam,100.0,IN,2019-08-24 14:28:50,79.0,17.67,80.89,74.65280000000004,4.4291412
556,mogadishu,11.0,SO,2019-08-24 14:28:50,83.0,2.04,45.34,76.63280000000009,14.316416000000002
557,san antonio,0.0,CL,2019-08-24 14:26:36,82.0,-33.58,-71.61,69.80000000000001,9.171454
